"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5635","Пользователь редактирует статью @ui","chromium","Mon Nov 03 19:46:02 UTC 2025","passed","Mon Nov 03 19:46:08 UTC 2025","Тесты статей @ui","","",""
"","97","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:45:54 UTC 2025","passed","Mon Nov 03 19:45:54 UTC 2025","POST /challenger @api","","",""
"","4532","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 19:46:16 UTC 2025","passed","Mon Nov 03 19:46:20 UTC 2025","Тест поиска по тегам @ui","","",""
"","93","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 19:45:55 UTC 2025","passed","Mon Nov 03 19:45:55 UTC 2025","POST /challenger @api","","",""
"","95","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:45:54 UTC 2025","passed","Mon Nov 03 19:45:54 UTC 2025","POST /challenger @api","","",""
"","190","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:45:52 UTC 2025","passed","Mon Nov 03 19:45:52 UTC 2025","POST /challenger @api","","",""
"","101","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:45:55 UTC 2025","passed","Mon Nov 03 19:45:55 UTC 2025","POST /challenger @api","","",""
"","97","15/POST /todos (400) extra @api","chromium","Mon Nov 03 19:45:54 UTC 2025","passed","Mon Nov 03 19:45:54 UTC 2025","POST /challenger @api","","",""
"","97","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:45:53 UTC 2025","passed","Mon Nov 03 19:45:53 UTC 2025","POST /challenger @api","","",""
"","94","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 19:45:55 UTC 2025","passed","Mon Nov 03 19:45:55 UTC 2025","POST /challenger @api","","",""
"","106","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:45:53 UTC 2025","passed","Mon Nov 03 19:45:53 UTC 2025","POST /challenger @api","","",""
"","5084","Пользователь создает статью @ui","chromium","Mon Nov 03 19:45:56 UTC 2025","passed","Mon Nov 03 19:46:01 UTC 2025","Тесты статей @ui","","",""
"","99","03/GET /todos (200) @api","chromium","Mon Nov 03 19:45:52 UTC 2025","passed","Mon Nov 03 19:45:53 UTC 2025","POST /challenger @api","","",""
