"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4037","Пользователь лайкает статью @ui","chromium","Mon Nov 03 19:21:55 UTC 2025","passed","Mon Nov 03 19:21:59 UTC 2025","Тесты статей @ui","","",""
"","15","15/POST /todos (400) extra @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","24","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","21","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","20","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","17","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","4456","Пользователь создает статью @ui","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:49 UTC 2025","Тесты статей @ui","","",""
"","18","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","5249","Пользователь редактирует статью @ui","chromium","Mon Nov 03 19:21:49 UTC 2025","passed","Mon Nov 03 19:21:55 UTC 2025","Тесты статей @ui","","",""
"","15","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","14","30/GET /todos (406) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","17","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","18","17/POST /todos/{id} (200) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","23","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","29","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","15","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","25","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","26","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","15","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
