"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","3538","Пользователь лайкает статью @ui","chromium","Mon Nov 03 19:41:24 UTC 2025","passed","Mon Nov 03 19:41:28 UTC 2025","Тесты статей @ui","","",""
"","17","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","28","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","3576","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 19:41:31 UTC 2025","passed","Mon Nov 03 19:41:35 UTC 2025","Тест поиска по тегам @ui","","",""
"","19","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:41:15 UTC 2025","passed","Mon Nov 03 19:41:15 UTC 2025","POST /challenger @api","","",""
"","15","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","13","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","17","03/GET /todos (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","15","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","21","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
